movie_row_index,probability,movie_title
5934,0.3333,Head-On (Gegen die Wand) (2004)
5567,0.3333,Who's That Knocking at My Door? (1967)
1663,0.3333,Tall Tale (1995)
5580,0.3333,Forgotten, The (2004)
5950,0.3333,Interstella 5555: The 5tory of the 5ecret 5tar 5ystem (2003)
5932,0.3333,Last Life in the Universe (Ruang rak noi nid mahasan) (2003)
5931,0.3333,Very Long Engagement, A (Un long dimanche de fiançailles) (2004)
5930,0.3333,Bukowski: Born into This (2003)
5929,0.3333,Lemony Snicket's A Series of Unfortunate Events (2004)
3914,0.3333,Dragon: The Bruce Lee Story (1993)
5927,0.3333,Evil (Ondskan) (2003)
1482,0.3333,Madeline (1998)
3915,0.3333,Enigma of Kaspar Hauser, The (a.k.a. Mystery of Kaspar Hauser, The) (Jeder für sich und Gott Gegen Alle) (1974)
1484,0.3333,Pi (1998)
1655,0.3333,Shaggy D.A., The (1976)
5922,0.3333,Animatrix, The (2003)
1485,0.3333,Whatever (1998)
2388,0.3333,Bringing Out the Dead (1999)
5951,0.3333,Ong-Bak: The Thai Warrior (Ong Bak) (2003)
5579,0.3333,Wimbledon (2004)
5578,0.3333,Sky Captain and the World of Tomorrow (2004)
5919,0.3333,Battlestar Galactica (2003)
5935,0.3333,Ghost in the Shell 2: Innocence (a.k.a. Innocence) (Inosensu) (2004)
4003,0.3333,Resident Evil (2002)
1659,0.3333,Song of the South (1946)
1476,0.3333,Out of Sight (1998)
5943,0.3333,Lost Embrace (Abrazo partido, El) (2004)
1477,0.3333,Picnic at Hanging Rock (1975)
1478,0.3333,Smoke Signals (1998)
4004,0.3333,Showtime (2002)
4002,0.3333,Ice Age (2002)
1661,0.3333,Squanto: A Warrior's Tale (1994)
5574,0.3333,SuperBabies: Baby Geniuses 2 (2004)
5575,0.3333,Cellular (2004)
1479,0.3333,Buffalo '66 (a.k.a. Buffalo 66) (1998)
1662,0.3333,Steamboat Willie (1928)
3913,0.3333,Brainstorm (1983)
3910,0.3333,48 Hrs. (1982)
5576,0.3333,Resident Evil: Apocalypse (2004)
3908,0.3333,Kung Pow: Enter the Fist (2002)
5937,0.3333,Twilight Samurai, The (Tasogare Seibei) (2002)
5936,0.3333,Cat Returns, The (Neko no ongaeshi) (2002)
5583,0.3333,Motorcycle Diaries, The (Diarios de motocicleta) (2004)
5918,0.3333,Suicide Club (Jisatsu saakuru) (2001)
5896,0.3333,Wind Will Carry Us, The (Bad ma ra khahad bord) (1999)
5954,0.3333,Spanglish (2004)
5909,0.3333,Jalla! Jalla! (2000)
5908,0.3333,Conspiracy (2001)
5593,0.3333,Cannibal Holocaust (1980)
2428,0.3333,General, The (1926)
5906,0.3333,Tunnel, The (Tunnel, Der) (2001)
1492,0.3333,Grand Hotel (1932)
5904,0.3333,Daria: Is It Fall Yet? (2000)
1493,0.3333,Mutiny on the Bounty (1935)
1494,0.3333,Great Ziegfeld, The (1936)
5901,0.3333,Sound and Fury (2000)
5900,0.3333,Paradise Lost 2: Revelations (2000)
5594,0.3333,Shark Tale (2004)
5898,0.3333,Audition (Ôdishon) (1999)
3911,0.3333,Italian for Beginners (Italiensk for begyndere) (2000)
5956,0.3333,Chorus, The (Choristes, Les) (2004)
5957,0.3333,Saints and Soldiers (2003)
5958,0.3333,Interpreter, The (2005)
2387,0.3333,Best Man, The (1999)
5897,0.3333,2046 (2004)
1470,0.3333,Hav Plenty (1997)
2390,0.3333,Three to Tango (1999)
1471,0.3333,Henry Fool (1997)
5591,0.3333,Hardcore (1979)
5585,0.3333,Murder on the Orient Express (1974)
5620,0.3333,The Machinist (2004)
3917,0.3333,Little Dieter Needs to Fly (1997)
5565,0.3333,Alice Doesn't Live Here Anymore (1974)
5586,0.3333,Mask (1985)
1488,0.3333,Wings (1927)
5915,0.3333,Waterboys (2001)
5914,0.3333,My Sassy Girl (Yeopgijeogin geunyeo) (2001)
1489,0.3333,Broadway Melody, The (1929)
5587,0.3333,Boston Strangler, The (1968)
5588,0.3333,Man with One Red Shoe, The (1985)
5912,0.3333,Ali G Indahouse (2002)
5564,0.3333,Wicker Park (2004)
2389,0.3333,Crazy in Alabama (1999)
5953,0.3333,Sea Inside, The (Mar adentro) (2004)
4005,0.3333,Kissing Jessica Stein (2001)
1652,0.3333,Return of Jafar, The (1994)
2429,0.3333,Piranha (1978)
5910,0.3333,O Auto da Compadecida (Dog's Will, A) (2000)
5562,0.3333,Vanity Fair (2004)
3969,0.3333,Bad News Bears, The (1976)
5862,0.3333,Shining Through (1992)
5662,0.3333,Phantom of the Opera, The (1925)
5676,0.3333,Fury (1936)
5761,0.3333,Duel (1971)
2414,0.3333,Bone Collector, The (1999)
3953,0.3333,John Q (2002)
2413,0.3333,Bachelor, The (1999)
1625,0.3333,Purple Rose of Cairo, The (1985)
5757,0.3333,Swedish Love Story, A (Kärlekshistoria, En) (1970)
5678,0.3333,Mr. Deeds Goes to Town (1936)
3979,0.3333,Troll in Central Park, A (1994)
5756,0.3333,My Night At Maud's (Ma Nuit Chez Maud) (1969)
3955,0.3333,Super Troopers (2001)
5754,0.3333,Yours, Mine and Ours (1968)
1576,0.3333,Freaky Friday (1977)
2412,0.3333,Train of Life (Train de vie) (1998)
5751,0.3333,Two for the Road (1967)
1578,0.3333,Apple Dumpling Gang Rides Again, The (1979)
5749,0.3333,Point Blank (1967)
5748,0.3333,Play Time (a.k.a. Playtime) (1967)
1579,0.3333,Babes in Toyland (1961)
1580,0.3333,Bambi (1942)
5680,0.3333,Nothing Sacred (1937)
5745,0.3333,Asterix and the Gauls (Astérix le Gaulois) (1967)
3957,0.3333,Bad and the Beautiful, The (1952)
1623,0.3333,Seventh Heaven (Septième ciel, Le) (1997)
3958,0.3333,Funny Lady (1975)
1626,0.3333,Out of the Past (1947)
1571,0.3333,Soylent Green (1973)
5674,0.3333,Atalante, L' (1934)
5768,0.3333,Scarecrow (1973)
5776,0.3333,Harry and Tonto (1974)
3946,0.3333,Heidi (1937)
3948,0.3333,Rookie of the Year (1993)
1566,0.3333,Gremlins 2: The New Batch (1990)
5772,0.3333,Phantom of Liberty, The (Fantôme de la liberté, Le) (1974)
5663,0.3333,Pandora's Box (Büchse der Pandora, Die) (1929)
5664,0.3333,Cameraman, The (1928)
5770,0.3333,California Split (1974)
3950,0.3333,Don't Look Now (1973)
5665,0.3333,Steamboat Bill, Jr. (1928)
5666,0.3333,Andalusian Dog, An (Chien andalou, Un) (1929)
5673,0.3333,She Done Him Wrong (1933)
5767,0.3333,My Name Is Nobody (Il Mio nome è Nessuno) (1973)
3951,0.3333,Crossroads (2002)
1629,0.3333,Trip to Bountiful, The (1985)
1570,0.3333,This World, Then the Fireworks (1997)
1628,0.3333,Fanny and Alexander (Fanny och Alexander) (1982)
5764,0.3333,Dr. Phibes Rises Again (1972)
5669,0.3333,Monkey Business (1931)
5670,0.3333,Scarface (1932)
5671,0.3333,I Was Born, But... (a.k.a. Children of Tokyo) (Otona no miru ehon - Umarete wa mita keredo) (1932)
2402,0.3333,Live and Let Die (1973)
5763,0.3333,Topo, El (1970)
1622,0.3333,Governess, The (1998)
5741,0.3333,Andrei Rublev (Andrey Rublyov) (1969)
5683,0.3333,Holiday (1938)
5703,0.3333,Easter Parade (1948)
2408,0.3333,Dreaming of Joseph Lees (1999)
5698,0.3333,They Were Expendable (1945)
1611,0.3333,Herbie Goes Bananas (1980)
3971,0.3333,Firemen's Ball, The (Horí, má panenko) (1967)
1594,0.3333,Black Cauldron, The (1985)
1609,0.3333,Great Mouse Detective, The (1986)
3970,0.3333,Bad News Bears in Breaking Training, The (1977)
1595,0.3333,Black Hole, The (1979)
1596,0.3333,Blackbeard's Ghost (1968)
1597,0.3333,Blank Check (1994)
5717,0.3333,Night and Fog (Nuit et brouillard) (1955)
2406,0.3333,Music of the Heart (1999)
5697,0.3333,Woman in the Window, The (1944)
3967,0.3333,Monsoon Wedding (2001)
3968,0.3333,Scratch (2001)
5713,0.3333,Magnificent Obsession (1954)
1601,0.3333,Computer Wore Tennis Shoes, The (1969)
5711,0.3333,Carrie (1952)
1602,0.3333,Condorman (1981)
1607,0.3333,Flight of the Navigator (1986)
1604,0.3333,Darby O'Gill and the Little People (1959)
1606,0.3333,Far Off Place, A (1993)
5707,0.3333,Unfaithfully Yours (1948)
2409,0.3333,Princess Mononoke (Mononoke-hime) (1997)
5724,0.3333,Spirit of St. Louis, The (1957)
1584,0.3333,Last Temptation of Christ, The (1988)
1589,0.3333,Jane Austen's Mafia! (1998)
5739,0.3333,Charlie Brown Christmas, A (1965)
5738,0.3333,Battle of Algiers, The (La battaglia di Algeri) (1966)
2411,0.3333,My Best Fiend (Mein liebster Feind) (1999)
3977,0.3333,Ferngully: The Last Rainforest (1992)
5736,0.3333,Onibaba (1964)
1586,0.3333,Rapture, The (1991)
1587,0.3333,Lolita (1997)
5733,0.3333,Becket (1964)
5732,0.3333,Eclisse, L' (Eclipse) (1962)
5687,0.3333,Ball of Fire (1941)
1618,0.3333,Incredible Journey, The (1963)
1612,0.3333,Herbie Goes to Monte Carlo (1977)
3975,0.3333,We Were Soldiers (2002)
3961,0.3333,Stroszek (1977)
5727,0.3333,Harakiri (Seppuku) (1962)
3974,0.3333,40 Days and 40 Nights (2002)
5691,0.3333,Heaven Can Wait (1943)
5692,0.3333,Day of Wrath (Vredens dag) (1943)
5725,0.3333,Pickpocket (1959)
3973,0.3333,Wild Strawberries (Smultronstället) (1957)
3972,0.3333,Vampire Hunter D: Bloodlust (Banpaia hantâ D) (2000)
5777,0.3333,Hearts and Minds (1974)
5661,0.3333,Greed (1924)
